,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
2670,Wednesday,2018,orono,weekly times,orono weekly times,909.0,orono weekly times
1495,Wednesday,2019,orono,orono weekly times,orono weekly times,984.0,orono weekly times
1496,Wednesday,2013,oshawa,oshawa express,oshawa express,35000.0,dowellman publishing corp
1497,Wednesday,2014,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1498,Wednesday,2015,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1499,Wednesday,2016,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1500,Wednesday,2017,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1501,Wednesday,2018,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1502,Wednesday,2019,oshawa,oshawa express,oshawa express,,dowellman publishing corp
1503,Friday,2013,oshawa,oshawa this week,oshawa this week,98621.0,metroland media group ltd.
1509,Thursday,2013,oshawa,oshawa this week,oshawa this week,118255.0,metroland media group ltd.
1516,Wednesday,2013,oshawa,oshawa this week,oshawa this week,106684.0,metroland media group ltd.
1504,Friday,2014,oshawa,oshawa this week,oshawa this week,39750.0,metroland media group ltd.
1510,Thursday,2014,oshawa,oshawa this week,oshawa this week,40629.0,metroland media group ltd.
1517,Wednesday,2014,oshawa,oshawa this week,oshawa this week,40617.0,metroland media group ltd.
1505,Friday,2015,oshawa,oshawa this week,oshawa this week,79140.0,metroland media group ltd.
1511,Thursday,2015,oshawa,oshawa this week,oshawa this week,117808.0,metroland media group ltd.
1518,Wednesday,2015,oshawa,oshawa this week,oshawa this week,105872.0,metroland media group ltd.
1506,Friday,2016,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1512,Thursday,2016,oshawa,oshawa this week,oshawa this week,116070.0,metroland media group ltd.
1519,Wednesday,2016,oshawa,oshawa this week,oshawa this week,104266.0,metroland media group ltd.
1507,Friday,2017,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1513,Thursday,2017,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1520,Wednesday,2017,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1508,Friday,2018,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1514,Thursday,2018,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1521,Wednesday,2018,oshawa,oshawa this week,oshawa this week,,metroland media group ltd.
1515,Thursday,2019,oshawa,oshawa this week,oshawa this week,112921.0,metroland media group ltd.
1522,Wednesday,2019,oshawa,oshawa this week,oshawa this week,101651.0,metroland media group ltd.
1523,Thursday,2018,ottawa,"ottawa community voice, alta vistacanterbury","ottawa community voice, alta vistacanterbury",16762.0,ottawa community voice publishing company inc.
1524,Thursday,2018,ottawa,"ottawa community voice, greenborosouth keys","ottawa community voice, greenborosouth keys",17528.0,ottawa community voice publishing company inc.
1525,Thursday,2018,ottawa,"ottawa community voice, hunt clubriverside park","ottawa community voice, hunt clubriverside park",8756.0,ottawa community voice publishing company inc.
1526,Thursday,2018,ottawa,"ottawa community voice, kanatastittsville","ottawa community voice, kanatastittsville",41396.0,ottawa community voice publishing company inc.
1527,Thursday,2019,ottawa,"ottawa community voice, kanatastittsville","ottawa community voice, kanatastittsville",46230.0,ottawa community voice publishing company inc.
1528,Thursday,2019,ottawa,"ottawa community voice, west carleton","ottawa community voice, west carleton",10450.0,ottawa community voice publishing company inc.
1529,Thursday,2013,ottawa,ottawa east news,ottawa east news,40314.0,metroland media group ltd.
1530,Thursday,2014,ottawa,ottawa east news,ottawa east news,33313.0,metroland media group ltd.
1531,Thursday,2015,ottawa,ottawa east news,ottawa east news,36484.0,metroland media group ltd.
1532,Thursday,2016,ottawa,ottawa east news,ottawa east news,36056.0,metroland media group ltd.
1533,Thursday,2017,ottawa,ottawa east news,ottawa east news,36007.0,metroland media group ltd.
503,Wednesday,2013,ottawa,embassy,ottawa embassy,9921.0,hill times publishing inc.
504,Wednesday,2014,ottawa,embassy,ottawa embassy,9725.0,hill times publishing inc.
505,Wednesday,2015,ottawa,embassy,ottawa embassy,10913.0,hill times publishing inc.
506,Wednesday,2016,ottawa,embassy,ottawa embassy,10932.0,hill times publishing inc.
570,Thursday,2013,ottawa,express dottawa l,ottawa express dottawa l,11085.0,tc.transcontinental
571,Thursday,2014,ottawa,express dottawa l,ottawa express dottawa l,10625.0,tc.transcontinental
572,Thursday,2015,ottawa,express dottawa l,ottawa express dottawa l,11600.0,tc.transcontinental
573,Thursday,2016,ottawa,express dottawa l,ottawa express dottawa l,,tc.transcontinental
757,Monday,2013,ottawa,hill times,ottawa hill times,10640.0,hill times publishing inc.
758,Monday,2014,ottawa,hill times,ottawa hill times,10363.0,hill times publishing inc.
759,Monday,2015,ottawa,hill times,ottawa hill times,11983.0,hill times publishing inc.
760,Monday,2016,ottawa,hill times,ottawa hill times,13169.0,hill times publishing inc.
761,Monday,2017,ottawa,hill times,ottawa hill times,,hill times publishing inc.
764,Wednesday,2017,ottawa,hill times,ottawa hill times,10932.0,hill times publishing inc.
762,Monday,2018,ottawa,hill times,ottawa hill times,14732.0,hill times publishing inc.
765,Wednesday,2018,ottawa,hill times,ottawa hill times,14252.0,hill times publishing inc.
763,Monday,2019,ottawa,hill times,ottawa hill times,14874.0,hill times publishing inc.
766,Wednesday,2019,ottawa,hill times,ottawa hill times,15196.0,hill times publishing inc.
1534,Thursday,2013,ottawa,ottawa south news,ottawa south news,40737.0,metroland media group ltd.
1535,Thursday,2014,ottawa,ottawa south news,ottawa south news,41565.0,metroland media group ltd.
1536,Thursday,2015,ottawa,ottawa south news,ottawa south news,42150.0,metroland media group ltd.
1537,Thursday,2016,ottawa,ottawa south news,ottawa south news,41427.0,metroland media group ltd.
1538,Thursday,2017,ottawa,ottawa south news,ottawa south news,47494.0,metroland media group ltd.
1539,Thursday,2013,ottawa,ottawa west news,ottawa west news,35681.0,metroland media group ltd.
1540,Thursday,2014,ottawa,ottawa west news,ottawa west news,35389.0,metroland media group ltd.
1541,Thursday,2015,ottawa,ottawa west news,ottawa west news,35107.0,metroland media group ltd.
1542,Thursday,2016,ottawa,ottawa west news,ottawa west news,35081.0,metroland media group ltd.
1543,Thursday,2017,ottawa,ottawa west news,ottawa west news,34981.0,metroland media group ltd.
1544,Thursday,2016,london,our london,our london,129642.0,metroland media group ltd.
1545,Thursday,2017,london,our london,our london,,metroland media group ltd.
1340,Thursday,2013,oxford%20mills,north grenville times,oxford mills north grenville times,5000.0,
1341,Thursday,2014,oxford%20mills,north grenville times,oxford mills north grenville times,,north grenville times inc.
1342,Thursday,2015,oxford%20mills,north grenville times,oxford mills north grenville times,,north grenville times inc.
1343,Thursday,2016,oxford%20mills,north grenville times,oxford mills north grenville times,,north grenville times inc.
1344,Thursday,2017,oxford%20mills,north grenville times,oxford mills north grenville times,,north grenville times inc.
2165,Wednesday,2013,paris,star,paris star,775.0,sun media corporation
2166,Wednesday,2014,paris,star,paris star,,sun media corporation
2160,Thursday,2015,paris,star,paris star,4928.0,sun media corporation
2161,Thursday,2016,paris,star,paris star,4885.0,sun media corporation
2162,Thursday,2017,paris,star,paris star,4910.0,postmedia network inc.
2163,Thursday,2018,paris,star,paris star,4894.0,postmedia network inc.
2164,Thursday,2019,paris,star,paris star,,postmedia network inc.
609,Thursday,2013,parkhill,gazette,parkhill gazette,928.0,hayter-walden publications inc.
610,Thursday,2014,parkhill,gazette,parkhill gazette,890.0,hayter-walden publications inc.
611,Thursday,2015,parkhill,gazette,parkhill gazette,706.0,hayter-walden publications inc.
634,Thursday,2018,parkhill,gazette transcript  free press,parkhill gazette transcript free press,992.0,hayter-walden publications inc.
632,Thursday,2016,parkhill&glencoe,gazette transcript  free press,parkhill glencoe gazette transcript free press,1702.0,hayter-walden publications inc.
633,Thursday,2017,parkhill&glencoe,gazette transcript  free press,parkhill glencoe gazette transcript free press,1183.0,hayter-walden publications inc.
141,Friday,2013,parry%20sound,beacon star,parry sound beacon star,7971.0,metroland media group ltd.
142,Friday,2014,parry%20sound,beacon star,parry sound beacon star,7706.0,metroland media group ltd.
143,Friday,2015,parry%20sound,beacon star,parry sound beacon star,7604.0,metroland media group ltd.
144,Friday,2016,parry%20sound,beacon star,parry sound beacon star,7433.0,metroland media group ltd.
145,Friday,2017,parry%20sound,beacon star,parry sound beacon star,7328.0,metroland media group ltd.
146,Friday,2018,parry%20sound,beacon star,parry sound beacon star,7272.0,metroland media group ltd.
147,Friday,2019,parry%20sound,beacon star,parry sound beacon star,7202.0,metroland media group ltd.
1361,Wednesday,2013,parry%20sound,north star,parry sound north star,2874.0,metroland media group ltd.
1362,Wednesday,2014,parry%20sound,north star,parry sound north star,2657.0,metroland media group ltd.
1363,Wednesday,2015,parry%20sound,north star,parry sound north star,2281.0,metroland media group ltd.
1364,Wednesday,2016,parry%20sound,north star,parry sound north star,2206.0,metroland media group ltd.
1365,Wednesday,2017,parry%20sound,north star,parry sound north star,1972.0,metroland media group ltd.
1366,Wednesday,2018,parry%20sound,north star,parry sound north star,1900.0,metroland media group ltd.
1367,Wednesday,2019,parry%20sound,north star,parry sound north star,1645.0,metroland media group ltd.
1467,Thursday,2019,pembroke,observer and news,pembroke observer and news,7500.0,postmedia network inc.
662,Thursday,2013,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,920.0,comite d'action place lafontaine
663,Thursday,2014,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,912.0,comite d'action place lafontaine
664,Thursday,2015,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,,comite d'action place lafontaine
665,Thursday,2016,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,,comite d'action place lafontaine
666,Thursday,2017,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,,comite d'action place lafontaine
667,Thursday,2018,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,,comite d'action place lafontaine
668,Thursday,2019,penetanguishene,gout de vivre le,penetanguishene gout de vivre le,,comite d'action place lafontaine
1555,Thursday,2013,perth,perth courier,perth courier,11930.0,metroland media group ltd.
1556,Thursday,2014,perth,perth courier,perth courier,12232.0,metroland media group ltd.
1557,Thursday,2015,perth,perth courier,perth courier,12467.0,metroland media group ltd.
1558,Thursday,2016,perth,perth courier,perth courier,11722.0,metroland media group ltd.
1559,Thursday,2017,perth,perth courier,perth courier,11765.0,metroland media group ltd.
1560,Thursday,2018,perth,perth courier,perth courier,11702.0,metroland media group ltd.
1561,Thursday,2019,perth,perth courier,perth courier,11686.0,metroland media group ltd.
1616,Wednesday,2014,petawawa,post,petawawa post,,department of national defence
1610,Thursday,2015,petawawa,post,petawawa post,7800.0,department of national defence
1611,Thursday,2016,petawawa,post,petawawa post,,department of national defence
1612,Thursday,2017,petawawa,post,petawawa post,,department of national defence
1613,Thursday,2018,petawawa,post,petawawa post,,department of national defence
1614,Thursday,2019,petawawa,post,petawawa post,,canadian forces morale and welfare services (cfmws)
1562,Friday,2013,peterborough,peterborough this week,peterborough this week,45490.0,metroland media group ltd.
1569,Wednesday,2013,peterborough,peterborough this week,peterborough this week,46050.0,metroland media group ltd.
1563,Friday,2014,peterborough,peterborough this week,peterborough this week,45095.0,metroland media group ltd.
1570,Wednesday,2014,peterborough,peterborough this week,peterborough this week,45686.0,metroland media group ltd.
1564,Friday,2015,peterborough,peterborough this week,peterborough this week,44314.0,metroland media group ltd.
1571,Wednesday,2015,peterborough,peterborough this week,peterborough this week,44901.0,metroland media group ltd.
1565,Friday,2016,peterborough,peterborough this week,peterborough this week,43968.0,metroland media group ltd.
1572,Wednesday,2016,peterborough,peterborough this week,peterborough this week,44528.0,metroland media group ltd.
1566,Friday,2017,peterborough,peterborough this week,peterborough this week,,metroland media group ltd.
1573,Wednesday,2017,peterborough,peterborough this week,peterborough this week,,metroland media group ltd.
1567,Friday,2018,peterborough,peterborough this week,peterborough this week,,metroland media group ltd.
1574,Wednesday,2018,peterborough,peterborough this week,peterborough this week,,metroland media group ltd.
1568,Friday,2019,peterborough,peterborough this week,peterborough this week,42145.0,metroland media group ltd.
1575,Wednesday,2019,peterborough,peterborough this week,peterborough this week,42165.0,metroland media group ltd.
