,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
1467,40617,Wednesday,B,2014,oshawa,oshawa this week,metroland media group ltd.,0,ON,40617,metroland media group ltd.,"['oshawa ,ON, Canada']"
1468,39750,Friday,T,2014,oshawa,oshawa this week,metroland media group ltd.,0,ON,39750,metroland media group ltd.,"['oshawa ,ON, Canada']"
1469,79140,Friday,T,2015,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']"
1470,105872,Wednesday,B,2015,oshawa,oshawa this week,metroland media group ltd.,0,ON,105872,metroland media group ltd.,"['oshawa ,ON, Canada']"
1471,117808,Thursday,T,2015,oshawa,oshawa this week,metroland media group ltd.,0,ON,117808,metroland media group ltd.,"['oshawa ,ON, Canada']"
1472,116070,Thursday,T,2016,oshawa,oshawa this week,metroland media group ltd.,0,ON,116070,metroland media group ltd.,"['oshawa ,ON, Canada']"
1473,79140,Friday,T,2016,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']"
1474,104266,Wednesday,B,2016,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']"
1475,116070,Thursday,T,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,116070,metroland media group ltd.,"['oshawa ,ON, Canada']"
1476,104266,Wednesday,B,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']"
1477,79140,Friday,T,2017,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']"
1478,79140,Friday,T,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,79140,metroland media group ltd.,"['oshawa ,ON, Canada']"
1479,104266,Wednesday,B,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,104266,metroland media group ltd.,"['oshawa ,ON, Canada']"
1480,116070,Thursday,T,2018,oshawa,oshawa this week,metroland media group ltd.,0,ON,116070,metroland media group ltd.,"['oshawa ,ON, Canada']"
1481,112921,Thursday,T,2019,oshawa,oshawa this week,metroland media group ltd.,0,ON,112921,metroland media group ltd.,"['oshawa ,ON, Canada']"
1482,101651,Wednesday,T,2019,oshawa,oshawa this week,metroland media group ltd.,0,ON,101651,metroland media group ltd.,"['oshawa ,ON, Canada']"
1483,16762,Thursday,T,2018,ottawa,"ottawa community voice, alta vistacanterbury",ottawa community voice publishing company inc.,0,ON,16762,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1484,17528,Thursday,T,2018,ottawa,"ottawa community voice, greenborosouth keys",ottawa community voice publishing company inc.,0,ON,17528,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1485,8756,Thursday,T,2018,ottawa,"ottawa community voice, hunt clubriverside park",ottawa community voice publishing company inc.,0,ON,8756,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1486,41396,Thursday,T,2018,ottawa,"ottawa community voice, kanatastittsville",ottawa community voice publishing company inc.,0,ON,41396,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1487,46230,Thursday,T,2019,ottawa,"ottawa community voice, kanatastittsville",ottawa community voice publishing company inc.,0,ON,46230,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1488,10450,Thursday,T,2019,ottawa,"ottawa community voice, west carleton",ottawa community voice publishing company inc.,0,ON,10450,ottawa community voice publishing company inc.,"['ottawa ,ON, Canada']"
1489,40314,Thursday,T,2013,ottawa,ottawa east news,metroland media group ltd.,0,ON,40314,metroland media group ltd.,"['ottawa ,ON, Canada']"
1490,33313,Thursday,T,2014,ottawa,ottawa east news,metroland media group ltd.,0,ON,33313,metroland media group ltd.,"['ottawa ,ON, Canada']"
1491,36484,Thursday,T,2015,ottawa,ottawa east news,metroland media group ltd.,0,ON,36484,metroland media group ltd.,"['ottawa ,ON, Canada']"
1492,36056,Thursday,T,2016,ottawa,ottawa east news,metroland media group ltd.,0,ON,36056,metroland media group ltd.,"['ottawa ,ON, Canada']"
1493,36007,Thursday,T,2017,ottawa,ottawa east news,metroland media group ltd.,0,ON,36007,metroland media group ltd.,"['ottawa ,ON, Canada']"
1494,8949,Wednesday,T,2013,ottawa,ottawa embassy,hill times publishing inc.,972,ON,9921,hill times publishing inc.,"['ottawa ,ON, Canada']"
1495,40737,Thursday,T,2013,ottawa,ottawa south news,metroland media group ltd.,0,ON,40737,metroland media group ltd.,"['ottawa ,ON, Canada']"
1496,41565,Thursday,T,2014,ottawa,ottawa south news,metroland media group ltd.,0,ON,41565,metroland media group ltd.,"['ottawa ,ON, Canada']"
1497,42150,Thursday,T,2015,ottawa,ottawa south news,metroland media group ltd.,0,ON,42150,metroland media group ltd.,"['ottawa ,ON, Canada']"
1498,41427,Thursday,T,2016,ottawa,ottawa south news,metroland media group ltd.,0,ON,41427,metroland media group ltd.,"['ottawa ,ON, Canada']"
1499,47494,Thursday,T,2017,ottawa,ottawa south news,metroland media group ltd.,0,ON,47494,metroland media group ltd.,"['ottawa ,ON, Canada']"
1500,35681,Thursday,T,2013,ottawa,ottawa west news,metroland media group ltd.,0,ON,35681,metroland media group ltd.,"['ottawa ,ON, Canada']"
1501,35389,Thursday,T,2014,ottawa,ottawa west news,metroland media group ltd.,0,ON,35389,metroland media group ltd.,"['ottawa ,ON, Canada']"
1502,35107,Thursday,T,2015,ottawa,ottawa west news,metroland media group ltd.,0,ON,35107,metroland media group ltd.,"['ottawa ,ON, Canada']"
1503,35081,Thursday,T,2016,ottawa,ottawa west news,metroland media group ltd.,0,ON,35081,metroland media group ltd.,"['ottawa ,ON, Canada']"
1504,34981,Thursday,T,2017,ottawa,ottawa west news,metroland media group ltd.,0,ON,34981,metroland media group ltd.,"['ottawa ,ON, Canada']"
1505,129642,Thursday,B,2016,london,our london,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']"
1506,129642,Thursday,B,2017,london,our london,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']"
1507,0,Wednesday,B,2013,paris,paris star,sun media corporation,775,ON,775,sun media corporation,"['paris ,ON, Canada']"
1508,24385,Thursday,T,2013,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,24385,metroland media group ltd.,"['toronto ,ON, Canada']"
1509,24366,Thursday,T,2014,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,24366,metroland media group ltd.,"['toronto ,ON, Canada']"
1510,25621,Thursday,T,2015,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,25621,metroland media group ltd.,"['toronto ,ON, Canada']"
1511,23718,Thursday,T,2016,toronto,parkdaleliberty villager,metroland media group ltd.,0,ON,23718,metroland media group ltd.,"['toronto ,ON, Canada']"
1512,0,Thursday,T,2013,parkhill,parkhill gazette,hayter-walden publications inc.,928,ON,928,hayter-walden publications inc.,"['parkhill ,ON, Canada']"
1513,7838,Friday,T,2013,parry%20sound,parry sound beacon star,metroland media group ltd.,133,ON,7971,metroland media group ltd.,"['parry sound ,ON, Canada']"
1514,7272,Friday,T,2018,parry%20sound,parry sound beacon star,metroland media group ltd.,0,ON,7272,metroland media group ltd.,"['parry sound ,ON, Canada']"
1515,7202,Friday,T,2019,parry%20sound,parry sound beacon star,metroland media group ltd.,0,ON,7202,metroland media group ltd.,"['parry sound ,ON, Canada']"
1516,154,Wednesday,B,2013,parry%20sound,parry sound north star,metroland media group ltd.,2720,ON,2874,metroland media group ltd.,"['parry sound ,ON, Canada']"
1517,110,Wednesday,B,2018,parry%20sound,parry sound north star,metroland media group ltd.,1790,ON,1900,metroland media group ltd.,"['parry sound ,ON, Canada']"
1518,110,Wednesday,B,2019,parry%20sound,parry sound north star,metroland media group ltd.,1535,ON,1645,metroland media group ltd.,"['parry sound ,ON, Canada']"
1519,6639,Thursday,T,2014,fonthill,pelham news,sun media corporation,0,ON,6639,sun media corporation,"['fonthill ,ON, Canada']"
1520,6347,Wednesday,T,2015,fonthill,pelham news,sun media corporation,0,ON,6347,sun media corporation,"['fonthill ,ON, Canada']"
1521,6430,Wednesday,T,2016,fonthill,pelham news,sun media corporation,0,ON,6430,postmedia network inc.,"['fonthill ,ON, Canada']"
1522,6408,Thursday,T,2017,fonthill,pelham news,postmedia network inc.,0,ON,6408,postmedia network inc.,"['fonthill ,ON, Canada']"
1523,7500,Thursday,T,2019,pembroke,pembroke observer and news,postmedia network inc.,0,ON,7500,postmedia network inc.,"['pembroke ,ON, Canada']"
1524,11930,Thursday,T,2013,perth,perth courier,metroland media group ltd.,0,ON,11930,metroland media group ltd.,"['perth ,ON, Canada']"
1525,12232,Thursday,T,2014,perth,perth courier,metroland media group ltd.,0,ON,12232,metroland media group ltd.,"['perth ,ON, Canada']"
1526,12467,Thursday,T,2015,perth,perth courier,metroland media group ltd.,0,ON,12467,metroland media group ltd.,"['perth ,ON, Canada']"
1527,11722,Thursday,T,2016,perth,perth courier,metroland media group ltd.,0,ON,11722,metroland media group ltd.,"['perth ,ON, Canada']"
1528,11765,Thursday,T,2017,perth,perth courier,metroland media group ltd.,0,ON,11765,metroland media group ltd.,"['perth ,ON, Canada']"
1529,11702,Thursday,T,2018,perth,perth courier,metroland media group ltd.,0,ON,11702,metroland media group ltd.,"['perth ,ON, Canada']"
1530,11686,Thursday,T,2019,perth,perth courier,metroland media group ltd.,0,ON,11686,metroland media group ltd.,"['perth ,ON, Canada']"
1531,7800,Thursday,T,2017,petawawa,petawawa post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']"
1532,7800,Thursday,T,2018,petawawa,petawawa post,department of national defence,0,ON,7800,department of national defence,"['petawawa ,ON, Canada']"
1533,7800,Thursday,T,2019,petawawa,petawawa post,canadian forces morale and welfare services (cfmws),0,ON,7800,department of national defence,"['petawawa ,ON, Canada']"
1534,46050,Wednesday,T,2013,peterborough,peterborough this week,metroland media group ltd.,0,ON,46050,metroland media group ltd.,"['peterborough ,ON, Canada']"
1535,45490,Friday,T,2013,peterborough,peterborough this week,metroland media group ltd.,0,ON,45490,metroland media group ltd.,"['peterborough ,ON, Canada']"
1536,45686,Wednesday,T,2014,peterborough,peterborough this week,metroland media group ltd.,0,ON,45686,metroland media group ltd.,"['peterborough ,ON, Canada']"
1537,45095,Friday,T,2014,peterborough,peterborough this week,metroland media group ltd.,0,ON,45095,metroland media group ltd.,"['peterborough ,ON, Canada']"
1538,44901,Wednesday,T,2015,peterborough,peterborough this week,metroland media group ltd.,0,ON,44901,metroland media group ltd.,"['peterborough ,ON, Canada']"
1539,44314,Friday,T,2015,peterborough,peterborough this week,metroland media group ltd.,0,ON,44314,metroland media group ltd.,"['peterborough ,ON, Canada']"
1540,43968,Friday,T,2016,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']"
1541,44528,Wednesday,T,2016,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']"
1542,43968,Friday,T,2017,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']"
1543,44528,Wednesday,T,2017,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']"
1544,44528,Wednesday,T,2018,peterborough,peterborough this week,metroland media group ltd.,0,ON,44528,metroland media group ltd.,"['peterborough ,ON, Canada']"
1545,43968,Friday,T,2018,peterborough,peterborough this week,metroland media group ltd.,0,ON,43968,metroland media group ltd.,"['peterborough ,ON, Canada']"
1546,42165,Wednesday,T,2019,peterborough,peterborough this week,metroland media group ltd.,0,ON,42165,metroland media group ltd.,"['peterborough ,ON, Canada']"
1547,42145,Friday,T,2019,peterborough,peterborough this week,metroland media group ltd.,0,ON,42145,metroland media group ltd.,"['peterborough ,ON, Canada']"
1548,0,Wednesday,T,2013,petrolia,petrolia topic,sun media corporation,1309,ON,1309,sun media corporation,"['petrolia ,ON, Canada']"
1549,0,Wednesday,T,2014,petrolia,petrolia topic,sun media corporation,1309,ON,1309,sun media corporation,"['petrolia ,ON, Canada']"
1550,0,Wednesday,T,2015,petrolia,petrolia topic,sun media corporation,726,ON,726,sun media corporation,"['petrolia ,ON, Canada']"
1551,0,Wednesday,T,2016,petrolia,petrolia topic,sun media corporation,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']"
1552,0,Wednesday,T,2017,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']"
1553,0,Wednesday,T,2018,petrolia,petrolia topic,postmedia network inc.,726,ON,726,postmedia network inc.,"['petrolia ,ON, Canada']"
1554,53802,Wednesday,B,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,53802,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']"
1555,53802,Thursday,T,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,53802,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']"
1556,52789,Friday,T,2013,ajax&pickering,pickering news advertiser,metroland media group ltd.,0,ON,52789,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']"
1557,11529,Thursday,T,2013,picton,picton county weekly news,sun media corporation,0,ON,11529,sun media corporation,"['picton ,ON, Canada']"
1558,11913,Thursday,T,2014,picton,picton county weekly news,sun media corporation,0,ON,11913,sun media corporation,"['picton ,ON, Canada']"
1559,11492,Thursday,T,2015,picton,picton county weekly news,sun media corporation,0,ON,11492,sun media corporation,"['picton ,ON, Canada']"
1560,11100,Thursday,T,2016,picton,picton county weekly news,sun media corporation,0,ON,11100,postmedia network inc.,"['picton ,ON, Canada']"
1561,11050,Thursday,T,2017,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']"
1562,11050,Thursday,T,2018,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']"
1563,11050,Thursday,T,2019,picton,picton county weekly news,postmedia network inc.,0,ON,11050,postmedia network inc.,"['picton ,ON, Canada']"
1564,11931,Thursday,B,2013,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11931,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1565,12102,Thursday,B,2014,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,12102,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1566,11548,Thursday,B,2015,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11548,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1567,11426,Thursday,B,2016,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11426,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1568,11450,Thursday,B,2017,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11450,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1569,11377,Thursday,B,2018,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11377,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1570,11778,Thursday,B,2019,prince%20edward,picton gazette,napanee beaver ltd.,0,ON,11778,napanee beaver ltd.,"['prince edward ,ON, Canada']"
1571,15,Wednesday,T,2013,port%20dover,port dover maple leaf,port dover maple leaf limited,3095,ON,3110,port dover maple leaf limited,"['port dover ,ON, Canada']"
1572,15,Wednesday,T,2014,port%20dover,port dover maple leaf,port dover maple leaf limited,2851,ON,2866,port dover maple leaf limited,"['port dover ,ON, Canada']"
1573,15,Wednesday,T,2015,port%20dover,port dover maple leaf,port dover maple leaf limited,2904,ON,2919,port dover maple leaf limited,"['port dover ,ON, Canada']"
1574,15,Wednesday,T,2016,port%20dover,port dover maple leaf,port dover maple leaf limited,2825,ON,2840,port dover maple leaf limited,"['port dover ,ON, Canada']"
1575,15,Wednesday,T,2017,port%20dover,port dover maple leaf,port dover maple leaf limited,2904,ON,2919,port dover maple leaf limited,"['port dover ,ON, Canada']"
1576,15,Wednesday,T,2018,port%20dover,port dover maple leaf,port dover maple leaf limited,2822,ON,2837,port dover maple leaf limited,"['port dover ,ON, Canada']"
1577,15,Wednesday,T,2019,port%20dover,port dover maple leaf,port dover maple leaf limited,2768,ON,2783,port dover maple leaf limited,"['port dover ,ON, Canada']"
